,Unnamed: 0,nutrition_amount,calories,fat,Carbohydrate,Protein,ingredients_name,ingredients_amount,equipment,ingred_unit,ingred_qunatity,url,tags_n_allergens,name,tags,allergens
818,910,"['1766 kJ', '422 kcal', '13.0 g', '2.0 g', '53 g', '22.0 g', '0 g', '22 g', '0 mg', '3.0 g']",422,13,53,22,"['Baby Gem Lettuce', 'Hot Habanero Salsa', 'Vine Tomatoes', 'Lime', 'Smoked Tofu', 'Coriander', 'Sweetcorn', 'Mexican Spice', 'Diced Sweet Potato', 'Red Onion']","['1 unit(s)', '2 pot(s)', '2 unit(s)', '1 unit(s)', '1 block(s)', '1 bunch(es)', '1 pack(s)', '1 pot(s)', '1 pack(s)', '1 unit(s)']","['Frying Pan', 'Plate']","['unit(s)', 'pot(s)', 'unit(s)', 'unit(s)', 'block(s)', 'bunch(es)', 'pack(s)', 'pot(s)', 'pack(s)', 'unit(s)']","[1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/smokey-mexican-tofu-jumble-5c52ddf7c445fa28615810d2,"['Tags:Under 550 calories?€?Low Sat Fat', 'Allergens:Soya']",Smokey Mexican Tofu Jumble (v),"['Under 550 calories', 'Low Sat Fat']",['Soya']
154,162,"['4033 kJ', '964 kcal', '49.0 g', '25.0 g', '109 g', '16.0 g', '0 g', '23 g', '0 mg', '2.0 g']",964,49,109,23,"['Apple', 'Red Onion', 'Cheddar Cheese', 'Oregano', 'Puff Pastry Sheet', 'Potatoes', 'Rocket', 'Lemon', 'Garlic Clove']","['1 unit(s)', '2 unit(s)', '2 block(s)', '?? pot(s)', '1 unit(s)', '1 unit(s)', '1 bag(s)', '?? unit(s)', '1 unit(s)']",[],"['unit(s)', 'unit(s)', 'block(s)', 'pot(s)', 'unit(s)', 'unit(s)', 'bag(s)', 'unit(s)', 'unit(s)']","[1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/apple-red-onion-cheese-tart-5cde874aca141700123d90c4,['Allergens:Milk?€?Gluten'],"Apple, Red Onion & Cheese Tart",['No Tag'],"['Milk', 'Gluten']"
610,682,"['3225.864 kJ', '771 kcal', '13.0 g', '12.0 g', '116 g', '0.0 g', '0 g', '37 g', '0.0 g', 'Knife']",771,13,116,37,"['Onion', 'Garlic Clove', 'Carrot', 'Curry Powder', 'Flour', 'Chicken Stock Pot', 'Honey', 'Soy Sauce', 'Basmati Rice', 'Turkey Steak', 'Creme Fraiche', 'Panko Breadcrumbs']","['1 unit(s)', '2 unit(s)', '2 unit(s)', '?? tbsp', '1 tbsp', '?? unit(s)', '1 tbsp', '1.5 tbsp', '1 cup(s)', '2 unit(s)', '1 pot(s)', '4 tbsp']","['Saucepan', 'Pot', 'Clingfilm', 'Rolling Pin', 'Bowl', 'Frying Pan', 'Plate']","['unit(s)', 'unit(s)', 'unit(s)', 'tbsp', 'tbsp', 'unit(s)', 'tbsp', 'tbsp', 'cup(s)', 'unit(s)', 'pot(s)', 'tbsp']","[1.0, 2.0, 2.0, 1.0, 1.0, 1.5, 1.0, 2.0, 1.0, 4.0]",https://www.hellofresh.co.uk/recipes/hellofresh-turkey-katsu-curry-56bb29d6fd2cb9551a8b4568,"['Tags:Spicy', 'Allergens:Mustard?€?Gluten?€?Soya?€?Milk']",HelloFresh Turkey Katsu Curry,['Spicy'],"['Mustard', 'Gluten', 'Soya', 'Milk']"
790,879,"['2661 kJ', '636 kcal', '18.0 g', '4.0 g', '77 g', '27.0 g', '0 g', '45 g', '0 mg', '2.0 g']",636,18,77,45,"['White Flesh Sweet Potato', 'Egg Noodle Nest', 'Honey', 'Ginger Puree', 'Miso Paste', 'Soy Sauce', 'Chicken Thighs', 'Lime', 'Spring Greens', 'Salted Peanuts', 'Carrot', 'Coriander', 'Mangetout', 'Coleslaw Mix']","['1 unit(s)', '2 unit(s)', '2 sachet', '1 sachet', '1 sachet', '2 sachet', '6 unit(s)', '1 unit(s)', '1 unit(s)', '1 bag(s)', '1 unit(s)', '1 bunch(es)', '1 pack(s)', '1 pack(s)']",[],"['unit(s)', 'unit(s)', 'sachet', 'sachet', 'sachet', 'sachet', 'unit(s)', 'unit(s)', 'unit(s)', 'bag(s)', 'unit(s)', 'bunch(es)', 'pack(s)', 'pack(s)']","[1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 6.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/sticky-miso-chicken-5d035e679c0fbd001133dadd,['Allergens:Egg?€?Gluten?€?Soya?€?Peanuts'],Sticky Miso Chicken,['No Tag'],"['Egg', 'Gluten', 'Soya', 'Peanuts']"
351,395,"['2443 kJ', '584 kcal', '23.0 g', '7.0 g', '57 g', '18.0 g', '0 g', '34 g', '0 mg', '2.0 g']",584,23,57,34,"['Cherry Plum Tomatoes', 'Baby Gem Lettuce', 'Carrot', 'Red Pepper', 'Flat Leaf Parsley', 'Wholemeal Tortilla', 'Lamb Mince', 'Dried Thyme', 'Tomato Puree', 'Caramelised Red Onion Relish', 'Natural Yoghurt']","['1 punnet(s)', '2 unit(s)', '2 unit(s)', '1 unit(s)', '1 bunch(es)', '8 unit(s)', '500 grams', '1 tbsp', '1 sachet', '3 pot(s)', '1 pot(s)']","['Cutting board', 'Grater', 'Knife', 'Aluminum Foil', 'Baking Tray', 'Frying Pan', 'Spoon', 'Bowl', 'Plate']","['punnet(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'bunch(es)', 'unit(s)', 'grams', 'tbsp', 'sachet', 'pot(s)', 'pot(s)']","[1.0, 2.0, 2.0, 1.0, 1.0, 8.0, 500.0, 1.0, 1.0, 3.0, 1.0]",https://www.hellofresh.co.uk/recipes/summer-lamb-wraps-5b23a8fb30006c6d37104352,"['Tags:Family Box', 'Allergens:Gluten?€?Sulphites?€?Milk']",Summer Lamb Wraps,['Family Box'],"['Gluten', 'Sulphites', 'Milk']"
424,475,"['3740 kJ', '894 kcal', '53.0 g', '17.0 g', '58 g', '9.0 g', '9 g', '39 g', '0 mg', '5.0 g']",894,53,58,39,"['Mixed Beans', 'Spring Onion', 'Cheddar Cheese', 'Chipotle Paste', 'Tomato Puree', 'Chorizo', 'Wholemeal Tortilla', 'Avocado', 'Baby Plum Tomatoes', 'Balsamic Vinegar', 'Olive Oil for the dressing', 'Rocket']","['1 pack(s)', '2 unit(s)', '2 pack(s)', '1 sachet', '1 sachet', '90 grams', '4 unit(s)', '1 unit(s)', '1 punnet(s)', '1 sachet', '1 tbsp', '1 bag(s)']",[],"['pack(s)', 'unit(s)', 'pack(s)', 'sachet', 'sachet', 'grams', 'unit(s)', 'unit(s)', 'punnet(s)', 'sachet', 'tbsp', 'bag(s)']","[1.0, 2.0, 2.0, 1.0, 1.0, 90.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/cheesy-chorizo-chipotle-bean-quesadillas-5f91b31d676693259a312b0d,"['Tags:Rapid?€?Spicy', 'Allergens:Milk?€?Gluten?€?Sulphites']",Cheesy Chorizo Chipotle Bean Quesadillas,"['Rapid', 'Spicy']","['Milk', 'Gluten', 'Sulphites']"
1226,1355,"['2259.36 kJ', '540 kcal', '10.0 g', '4.0 g', '87 g', '18.0 g', '0 g', '22 g', '0 mg', '3.0 g']",540,10,87,22,"['Onion', 'Flat Leaf Parsley', 'Garlic Clove', 'Sundried Tomatoes', 'Aubergine', 'Chilli Flakes', 'Wholewheat Tagliatelle', 'Chopped Tomatoes', 'Grated Hard Italian Style Cheese']","['1 unit(s)', '?? bunch(es)', '2 unit(s)', '2 tbsp', '1 unit(s)', '?? tsp', '180 grams', '1 tin(s)', '3 tbsp']","['Knife', 'Pot', 'Baking Tray', 'Pan']","['unit(s)', 'bunch(es)', 'unit(s)', 'tbsp', 'unit(s)', 'tsp', 'grams', 'tin(s)', 'tbsp']","[1.0, 2.0, 2.0, 1.0, 180.0, 1.0, 3.0]",https://www.hellofresh.co.uk/recipes/aubergine-linguine-with-chilli-a-57a1d12a77d68d03258b4568,"['Tags:Veggie?€?Spicy?€?Healthy', 'Allergens:Gluten?€?Milk?€?Egg']",Aubergine Linguine with Chilli and Sun-Dried Tomato,"['Veggie', 'Spicy', 'Healthy']","['Gluten', 'Milk', 'Egg']"
202,218,"['1966 kJ', '470 kcal', '17.0 g', '9.0 g', '37 g', '10.0 g', '0 g', '44 g', '0 mg', '1.42 g']",470,17,37,44,"['New Potatoes', 'Leek', 'Tarragon', 'Pork Medallion', 'Chicken Stock Pot', 'Sour Cream', 'Water']","['1 pack(s)', '2 unit(s)', '?? bunch(es)', '2 unit(s)', '?? pot(s)', '1 pot(s)', '50 milliliter(s)']","['Cutting board', 'Knife', 'Saucepan', 'Strainer', 'Baking Tray', 'Frying Pan', 'Plate']","['pack(s)', 'unit(s)', 'bunch(es)', 'unit(s)', 'pot(s)', 'pot(s)', 'milliliter(s)']","[1.0, 2.0, 2.0, 1.0, 50.0]",https://www.hellofresh.co.uk/recipes/pork-and-new-potatoes-5ad0b842ae08b52081236062,['Allergens:Milk'],Pork and New Potatoes,['No Tag'],['Milk']
217,238,"['2029 kJ', '485 kcal', '17.0 g', '9.0 g', '34 g', '6.0 g', '0 g', '52 g', '0 mg', '1.0 g']",485,17,34,52,"['New Potatoes', 'Leek', 'Mint', 'Chicken Breast', 'Feta Cheese']","['1 pack(s)', '2 unit(s)', '?? bunch(es)', '2 unit(s)', '1 block(s)']","['Frying Pan', 'Knife', 'Saucepan', 'Baking Tray', 'Sieve', 'Plate']","['pack(s)', 'unit(s)', 'bunch(es)', 'unit(s)', 'block(s)']","[1.0, 2.0, 2.0, 1.0]",https://www.hellofresh.co.uk/recipes/butterflied-chicken-wk-49-5a01c0aec9fd086cd858c592,"['Tags:Under 750 calories?€?Quick?€?No Gluten Containing Ingredients', 'Allergens:Milk']",Butterflied Chicken,"['Under 750 calories', 'Quick', 'No Gluten Containing Ingredients']",['Milk']
608,679,"['3364 kJ', '804 kcal', '19.0 g', '12.0 g', '116 g', '27.0 g', '0 g', '45 g', '0 mg', '5.0 g']",804,19,116,45,"['Onion', 'Garlic Clove', 'Carrot', 'Turkey Steak', 'Creme Fraiche', 'Panko Breadcrumbs', 'Star Anise', 'Chicken Stock Pot', 'Basmati Rice', 'Curry Powder', 'Plain Flour', 'Honey', 'Soy Sauce', 'Baby Spinach', 'Water for the Rice', 'Water']","['1 unit(s)', '2 unit(s)', '2 unit(s)', '2 unit(s)', '1 pot(s)', '50 grams', '1 unit(s)', '1 unit(s)', '150 grams', '1.5 tsp', '24 grams', '1 tbsp', '1.5 tbsp', '1 bag(s)', '300 milliliter(s)', '300 milliliter(s)']","['Bowl', 'Grater', 'Large Pan', 'Frying Pan']","['unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'pot(s)', 'grams', 'unit(s)', 'unit(s)', 'grams', 'tsp', 'grams', 'tbsp', 'tbsp', 'bag(s)', 'milliliter(s)', 'milliliter(s)']","[1.0, 2.0, 2.0, 2.0, 1.0, 50.0, 1.0, 1.0, 150.0, 1.5, 24.0, 1.0, 1.5, 1.0, 300.0, 300.0]",https://www.hellofresh.co.uk/recipes/turkey-katsu-591f23bd171c58443a6aba74,"['Tags:Spicy', 'Allergens:Milk?€?Gluten?€?Mustard?€?Soya']",Turkey Katsu,['Spicy'],"['Milk', 'Gluten', 'Mustard', 'Soya']"
213,231,"['2694 kJ', '644 kcal', '27.0 g', '12.0 g', '61 g', '21.0 g', '0 g', '41 g', '0 mg', '0.64 g']",644,27,61,41,"['Potato', 'Leek', 'Spring Onion', 'Chicken Stock Powder', 'Chicken Fillet', 'Tracklements Apple and sage Jelly', 'Unsalted Butter', 'Chives', 'Water']","['1 pack(s)', '2 unit(s)', '2 unit(s)', '?? sachet', '2 unit(s)', '2 pot(s)', '30 grams', '?? bunch(es)', '150 milliliter(s)']","['Cutting board', 'Knife', 'Measuring Cups', 'Saucepan', 'Aluminum Foil', 'Baking Tray', 'Frying Pan', 'Kitchen Paper', 'Lid', 'Potato Masher', 'Strainer', 'Plate']","['pack(s)', 'unit(s)', 'unit(s)', 'sachet', 'unit(s)', 'pot(s)', 'grams', 'bunch(es)', 'milliliter(s)']","[1.0, 2.0, 2.0, 2.0, 2.0, 30.0, 150.0]",https://www.hellofresh.co.uk/recipes/rosemary-glazed-chicken-5a4f77ab2c3e081fda3b4872,['Allergens:Celery?€?Milk'],Glazed Chicken,['No Tag'],"['Celery', 'Milk']"
59,64,"['2946 kJ', '704 kcal', '29.0 g', '14.0 g', '85 g', '37.0 g', '2 g', '23 g', '0 mg', '2.57 g']",704,29,85,23,"['Red Onion', 'Braeburn Apple', 'Carrot', 'Potato', 'Sage', 'Caramelised Onion Sausages', 'Original Onion Marmalade', 'Chicken Stock Powder', 'Unsalted Butter', 'Water for the Sauce']","['1 unit(s)', '2 unit(s)', '2 unit(s)', '3 unit(s)', '?? bunch(es)', '4 unit(s)', '1 pot(s)', '1 sachet', '30 grams', '50 milliliter(s)']",[],"['unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'bunch(es)', 'unit(s)', 'pot(s)', 'sachet', 'grams', 'milliliter(s)']","[1.0, 2.0, 2.0, 3.0, 4.0, 1.0, 1.0, 30.0, 50.0]",https://www.hellofresh.co.uk/recipes/caramelised-onion-sausage-traybake-5f88590249bf791e225cf9d9,['Allergens:Sulphites?€?Celery?€?Milk'],Caramelised Onion Sausage Traybake,['No Tag'],"['Sulphites', 'Celery', 'Milk']"
289,317,"['4937 kJ', '1180 kcal', '76.0 g', '36.0 g', '86 g', '10.0 g', '0 g', '39 g', '0 mg', '4.0 g']",1180,76,86,39,"['Puff Pastry Sheet', 'Onion', 'Cheddar Cheese', 'Pork and Oregano Sausage Meat', 'Rocket']","['1 unit(s)', '2 unit(s)', '2 block(s)', '4 unit(s)', '1 bag(s)']",[],"['unit(s)', 'unit(s)', 'block(s)', 'unit(s)', 'bag(s)']","[1.0, 2.0, 2.0, 4.0, 1.0]",https://www.hellofresh.co.uk/recipes/sausage-caramelised-onion-tart-5c93b8cfc445fa3b3e28bd82,['Allergens:Gluten?€?Milk?€?Sulphites'],Sausage & Caramelised Onion Tart,['No Tag'],"['Gluten', 'Milk', 'Sulphites']"
168,177,"['2301 kJ', '550 kcal', '31.0 g', '12.0 g', '38 g', '8.0 g', '0 g', '40 g', '0 mg', '1.0 g']",550,31,38,40,"['New Potatoes', 'Leek', 'Tarragon', 'Chicken Breast (skin-on)', 'Chicken Stock Powder', 'Creme Fraiche', 'Water']","['1 pack(s)', '2 unit(s)', '?? bunch(es)', '2 unit(s)', '?? sachet', '?? pack(s)', '50 milliliter(s)']","['Baking Tray', 'Saucepan', 'Plate']","['pack(s)', 'unit(s)', 'bunch(es)', 'unit(s)', 'sachet', 'pack(s)', 'milliliter(s)']","[1.0, 2.0, 2.0, 50.0]",https://www.hellofresh.co.uk/recipes/crispy-roast-chicken-5c78fa9bc445fa521b335261,['Allergens:Celery?€?Milk'],Crispy Roast Chicken,['No Tag'],"['Celery', 'Milk']"
1156,1281,"['1987 kJ', '475 kcal', '7.0 g', '3.0 g', '73 g', '16.0 g', '0 g', '22 g', '0 mg', '4.0 g']",475,7,73,22,"['Echalion Shallot', 'Flat Leaf Parsley', 'Garlic Clove', 'Sundried Tomatoes', 'Aubergine', 'Chilli Flakes', 'Wholewheat Tagliatelle', 'Chopped Tomatoes', 'Grated Hard Italian Style Cheese']","['1 unit(s)', '?? bunch(es)', '2 unit(s)', '20 grams', '1 unit(s)', '?? tsp', '180 grams', '1 tin(s)', '40 grams']","['Cutting board', 'Grater', 'Knife', 'Saucepan', 'Baking Tray', 'Frying Pan', 'Strainer', 'Bowl']","['unit(s)', 'bunch(es)', 'unit(s)', 'grams', 'unit(s)', 'tsp', 'grams', 'tin(s)', 'grams']","[1.0, 2.0, 20.0, 1.0, 180.0, 1.0, 40.0]",https://www.hellofresh.co.uk/recipes/aubergine-tagliatelle-week-5968eeb3d0d6bd3a4535b362,"['Tags:Spicy?€?Veggie', 'Allergens:Gluten?€?Milk?€?Egg']",Aubergine Tagliatelle,"['Spicy', 'Veggie']","['Gluten', 'Milk', 'Egg']"
701,783,"['2201 kJ', '526 kcal', '10.0 g', '4.0 g', '57 g', '16.0 g', '5 g', '53 g', '0 mg', '0.5 g']",526,10,57,53,"['Potato', 'Garlic Clove', 'Broccoli Florets', 'Cheddar Cheese', 'Original Onion Marmalade', 'Chicken Breast']","['1 pack(s)', '2 unit(s)', '200 grams', '1 block(s)', '40 grams', '2 unit(s)']","['Bowl', 'Cutting board', 'Grater', 'Knife', 'Saucepan', 'Spoon', 'Clingfilm', 'Colander', 'Rolling Pin', 'Frying Pan', 'Baking Tray', 'Plate']","['pack(s)', 'unit(s)', 'grams', 'block(s)', 'grams', 'unit(s)']","[1.0, 2.0, 200.0, 1.0, 40.0, 2.0]",https://www.hellofresh.co.uk/recipes/cheese-and-caramelised-onion-chicken-5fd75e6778a54c663856eeb1,"['Tags:Family Friendly', 'Allergens:Milk']",Cheese and Caramelised Onion Chicken,['Family Friendly'],['Milk']
427,478,"['3171 kJ', '758 kcal', '28.0 g', '13.0 g', '87 g', '17.0 g', '4 g', '37 g', '0 mg', '3.73 g']",758,28,87,37,"['Flat Leaf Parsley', 'Garlic Clove', 'Pork and Oregano Sausage Meat', 'Pappardelle', 'Chilli Flakes', 'Finely Chopped Tomatoes with Onion and Garlic', 'Tomato Puree', 'Baby Spinach', 'Grated Hard Italian Style Cheese']","['1 bunch(es)', '2 unit(s)', '225 grams', '200 grams', '1 pinch', '1 pack(s)', '1 sachet', '1 bag(s)', '1 pack(s)']",[],"['bunch(es)', 'unit(s)', 'grams', 'grams', 'pack(s)', 'sachet', 'bag(s)', 'pack(s)']","[1.0, 2.0, 225.0, 200.0, 1.0, 1.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/spiced-pork-ragu-5f8859038fa82e4cc3145858,"['Tags:Rapid?€?Spicy', 'Allergens:Sulphites?€?Gluten?€?Milk?€?Egg']",Spiced Pork Ragu,"['Rapid', 'Spicy']","['Sulphites', 'Gluten', 'Milk', 'Egg']"
1097,1215,"['3255 kJ', '778 kcal', '25.0 g', '8.0 g', '98 g', '21.0 g', '2 g', '40 g', '0 mg', '2.01 g']",778,25,98,40,"['Onion', 'Garlic Clove', 'Beef Mince', 'Basmati Rice', 'Tomato Puree', 'Rogan Josh Paste', 'Red Split Lentils', 'Beef Stock Powder', 'Baby Spinach', 'Mango Chutney', 'Water for the Rice', 'Water']","['1 unit(s)', '2 unit(s)', '240 grams', '150 grams', '1 sachet', '1 sachet', '50 grams', '1 sachet', '1 bag(s)', '1 sachet', '300 milliliter(s)', '350 milliliter(s)']",[],"['unit(s)', 'unit(s)', 'grams', 'grams', 'sachet', 'sachet', 'grams', 'sachet', 'bag(s)', 'sachet', 'milliliter(s)', 'milliliter(s)']","[1.0, 2.0, 240.0, 150.0, 1.0, 1.0, 50.0, 1.0, 1.0, 1.0, 300.0, 350.0]",https://www.hellofresh.co.uk/recipes/keema-style-beef-spinach-and-mango-chutney-curry-5fb502e6919be64c8c3506be,[],"Keema Style Beef, Spinach and Mango Chutney Curry",['No Tag'],['No Allergen yay']
576,643,"['2845 kJ', '680 kcal', '16.0 g', '6.0 g', '79 g', '8.0 g', '0 g', '54 g', '0 mg', '3.0 g']",680,16,79,54,"['Onion', 'Garlic Clove', 'Vine Tomatoes', 'Flat Leaf Parsley', 'Chicken Thighs', 'Dried Oregano', 'Lemon', 'Chicken Stock Pot', 'Tomato Puree', 'Arborio Rice', 'White Wine Vinegar', 'Grated Hard Italian Style Cheese', 'Green Beans', 'Water']","['?? unit(s)', '1 clove', '2 unit(s)', '?? bunch(es)', '3 unit(s)', '1.5 tsp', '?? unit(s)', '1 unit(s)', '15 grams', '175 grams', '1 tbsp', '40 grams', '1 pack(s)', '?? litre(s)']","['Cutting board', 'Grater', 'Knife', 'Aluminum Foil', 'Baking Tray', 'Saucepan', 'Ladle', 'Plate']","['unit(s)', 'clove', 'unit(s)', 'bunch(es)', 'unit(s)', 'tsp', 'unit(s)', 'unit(s)', 'grams', 'grams', 'tbsp', 'grams', 'pack(s)', 'litre(s)']","[1.0, 2.0, 3.0, 1.5, 1.0, 15.0, 175.0, 1.0, 40.0, 1.0]",https://www.hellofresh.co.uk/recipes/baked-herby-chicken-5a7f8881ae08b52aea452112,"['Tags:No Gluten Containing Ingredients', 'Allergens:Sulphites?€?Milk?€?Egg']",Baked Herby Chicken,['No Gluten Containing Ingredients'],"['Sulphites', 'Milk', 'Egg']"
223,245,"['2799 kJ', '669 kcal', '20.0 g', '9.0 g', '65 g', '14.0 g', '0 g', '59 g', '0 mg', '2.3 g']",669,20,65,59,"['Potato', 'Chicken Breast', 'BBQ Sauce', 'Streaky Bacon Rasher', 'Cannellini Beans', 'Onion', 'Smoked Paprika', 'Tomato Passata', 'Baby Spinach', 'Cheddar Cheese']","['1 pack(s)', '2 unit(s)', '3 tbsp', '2 unit(s)', '1 tin(s)', '1 unit(s)', '1.5 tsp', '1 pack(s)', '1 bag(s)', '60 grams']","['Baking Tray', 'Cutting board', 'Knife', 'Mixing Bowl', 'Frying Pan', 'Strainer', 'Lid', 'Grater', 'Plate']","['pack(s)', 'unit(s)', 'tbsp', 'unit(s)', 'tin(s)', 'unit(s)', 'tsp', 'pack(s)', 'bag(s)', 'grams']","[1.0, 2.0, 3.0, 2.0, 1.0, 1.0, 1.5, 1.0, 1.0, 60.0]",https://www.hellofresh.co.uk/recipes/hunter-s-chicken-59e9e2a4053468499418e6b2,['Allergens:Gluten?€?Sulphites?€?Milk'],Hunter's Chicken,['No Tag'],"['Gluten', 'Sulphites', 'Milk']"
201,217,"['2477 kJ', '592 kcal', '16.0 g', '1.0 g', '79 g', '14.0 g', '0 g', '33 g', '0 mg', '0.75 g']",592,16,79,33,"['Potato', 'Carrot', 'Panko Breadcrumbs', 'Mild Paprika', 'Cod', 'Mayonnaise', 'Garlic', 'Lemon', 'Baby Spinach', 'Olive Oil']","['1 pack(s)', '2 unit(s)', '30 grams', '?? pot(s)', '2 unit(s)', '1 sachet', '1 clove', '1 unit(s)', '1 bag(s)', '1 tbsp']","['Aluminum Foil', 'Baking Tray', 'Cutting board', 'Knife', 'Bowl', 'Parchment Paper', 'Grater', 'Saucepan', 'Plate']","['pack(s)', 'unit(s)', 'grams', 'pot(s)', 'unit(s)', 'sachet', 'clove', 'unit(s)', 'bag(s)', 'tbsp']","[1.0, 2.0, 30.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/crunchy-cod-5b17ff54ae08b5361f649c12,"['Tags:Family Box', 'Allergens:Gluten?€?Fish?€?Egg?€?Mustard']",Crunchy Cod,['Family Box'],"['Gluten', 'Fish', 'Egg', 'Mustard']"
499,559,"['3339 kJ', '798 kcal', '53.0 g', '16.0 g', '48 g', '7.0 g', '0 g', '26 g', '0 mg', '3.0 g']",798,53,48,26,"['Mozzarella', 'Vine Tomatoes', 'Wholemeal Tortilla', 'Green Pesto', 'Avocado', 'Black Olives', 'Balsamic Vinegar', 'Rocket', 'Walnuts', 'Olive Oil']","['1 ball(s)', '2 unit(s)', '4 unit(s)', '1 pot(s)', '1 unit(s)', '1 pack(s)', '1 sachet', '1 bag(s)', '1 bag(s)', '1 tbsp']",[],"['ball(s)', 'unit(s)', 'unit(s)', 'pot(s)', 'unit(s)', 'pack(s)', 'sachet', 'bag(s)', 'bag(s)', 'tbsp']","[1.0, 2.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/caprese-quesadillas-5d5f92a1793d84000f4e0932,['Allergens:Milk?€?Gluten?€?Egg?€?Nuts?€?Peanuts?€?Sulphites'],Caprese Quesadillas,['No Tag'],"['Milk', 'Gluten', 'Egg', 'Nuts', 'Peanuts', 'Sulphites']"
70,75,"['2531 kJ', '605 kcal', '36.0 g', '17.0 g', '61 g', '15.0 g', '6 g', '21 g', '0 mg', '1.46 g']",605,36,61,21,"['Potatoes', 'Carrot', 'Streaky Bacon', 'Savoy Cabbage', 'Chives', 'Cheddar Cheese', 'Panko Breadcrumbs', 'Creme Fraiche', 'Tenderstem Broccoli ??']","['1 pack(s)', '2 unit(s)', '4 unit(s)', '1 bag(s)', '1 bunch(es)', '1 block(s)', '25 grams', '150 grams', '1 pack(s)']",[],"['pack(s)', 'unit(s)', 'unit(s)', 'bag(s)', 'bunch(es)', 'block(s)', 'grams', 'grams', 'pack(s)']","[1.0, 2.0, 4.0, 1.0, 1.0, 1.0, 25.0, 150.0, 1.0]",https://www.hellofresh.co.uk/recipes/bacon-and-savoy-cabbage-bubble-and-squeak-5f4fa3444811c67cdd346596,"['Tags:Family Friendly', 'Allergens:Sulphites?€?Milk?€?Gluten']",Bacon and Savoy Cabbage Bubble and Squeak,['Family Friendly'],"['Sulphites', 'Milk', 'Gluten']"
504,564,"['3054 kJ', '730 kcal', '36.0 g', '16.0 g', '58 g', '14.0 g', '0 g', '40 g', '0 mg', '3.0 g']",730,36,58,40,"['Onion', 'Red Pepper', 'Lamb Mince', 'Finely Chopped Tomatoes with Basil', 'Chicken Stock Powder', 'Pappardelle', 'Baby Spinach', 'Grated Hard Italian Style Cheese', 'Wholemeal Tortilla', 'Water']","['1 unit(s)', '2 unit(s)', '400 grams', '2 pack(s)', '1 sachet', '200 grams', '1 bag(s)', '1 pack(s)', '4 unit(s)', '100 milliliter(s)']",[],"['unit(s)', 'unit(s)', 'grams', 'pack(s)', 'sachet', 'grams', 'bag(s)', 'pack(s)', 'unit(s)', 'milliliter(s)']","[1.0, 2.0, 400.0, 2.0, 1.0, 200.0, 1.0, 1.0, 4.0, 100.0]",https://www.hellofresh.co.uk/recipes/lamb-ragu-pappardelle-5d4acb0baf67d600090423d8,['Allergens:Celery?€?Gluten?€?Milk?€?Egg'],Lamb Ragu Pappardelle,['No Tag'],"['Celery', 'Gluten', 'Milk', 'Egg']"
1137,1260,"['3749 kJ', '896 kcal', '47.0 g', '24.0 g', '61 g', '27.0 g', '4 g', '47 g', '0 mg', '6.57 g']",896,47,61,47,"['Cauliflower Florets', 'Mayonnaise', 'Panko Breadcrumbs', 'Central American Style Spice Mix', 'Cannellini Beans', 'Courgette', 'Garlic Clove', 'Red Chilli', 'Coriander', 'Halloumi', 'Finely Chopped Tomatoes with Onion and Garlic', 'Soured Cream', 'Water']","['1 pack(s)', '2 sachet', '50 grams', '1 pot(s)', '1 pack(s)', '1 unit(s)', '1 unit(s)', '?? unit(s)', '1 bunch(es)', '1 block(s)', '1 pack(s)', '75 grams', '75 milliliter(s)']",[],"['pack(s)', 'sachet', 'grams', 'pot(s)', 'pack(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'bunch(es)', 'block(s)', 'pack(s)', 'grams', 'milliliter(s)']","[1.0, 2.0, 50.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 75.0, 75.0]",https://www.hellofresh.co.uk/recipes/crisp-cauliflower-nuggets-with-halloumi-5fa3d2258da91e23a614b9df,"['Tags:Veggie', 'Allergens:Egg?€?Mustard?€?Gluten?€?Milk']",Crisp Cauliflower Nuggets With Halloumi,['Veggie'],"['Egg', 'Mustard', 'Gluten', 'Milk']"
