ingreds,recipe,quant,ingred,Proper,Name,Price,units,Quantity,QUnit,Qunat_recipe,unit_recipe,stand_quant
Garlic Clove,Greek Lamb & Lentil Ragu,1 unit(s),Garlic Clove,garlic,Garlic,0.25,x1,1,unit,1,unit(s),1
Oregano,Greek Lamb & Lentil Ragu,1 bunch(es),Oregano,oregano,Oregano 12g,0.9,12g,12,g,1,bunch(es),1
Flaked Almonds,Greek Lamb & Lentil Ragu,25 grams,Flaked Almonds,fudco whole almonds,Fudco Whole Almonds 500g,7,500g,500,g,25,grams,0.05
Lamb Mince,Greek Lamb & Lentil Ragu,250 grams,Lamb Mince,lamb neck fillet appro,Lamb Neck Fillet (approx. 233g),18,233g,233,g,250,grams,1.072961373
Ground Cumin,Greek Lamb & Lentil Ragu,1.5 tsp,Ground Cumin,ground cumin,Ground Cumin 43g,0.85,43g,43,g,1.5,tsp,0.104651163
Cinnamon Stick,Greek Lamb & Lentil Ragu,1 unit(s),Cinnamon Stick,cinnamon sticks,Cinnamon Sticks 13g,0.85,13g,13,g,1,unit(s),1
Red Split Lentils,Greek Lamb & Lentil Ragu,50 grams,Red Split Lentils,dried green lentils,Dried Green Lentils 500g,1.15,500g,500,g,50,grams,0.1
Chopped Tomatoes,Greek Lamb & Lentil Ragu,1 tbsp,Chopped Tomatoes,napolina chopped tomatoes,Napolina Chopped Tomatoes 400g,1,400g,400,g,1,tbsp,0.0375
Chicken Stock Pot,Greek Lamb & Lentil Ragu,1 unit(s),Chicken Stock Pot,oxo vegetable stock cubes,Oxo Vegetable Stock Cubes x12 71g,1.6,71g,71,g,1,unit(s),1
Bulgur Wheat,Greek Lamb & Lentil Ragu,100 grams,Bulgur Wheat,Bulgur Wheat,Sainsbury's Cracked Bulgur Wheat 500g,1.15,500g,500,g,100,grams,0.2
Cucumber,Greek Lamb & Lentil Ragu,1 bunch(es),Cucumber,whole cucumber,Whole Cucumber,0.43,x1,1,unit,1,bunch(es),1
Mint,Greek Lamb & Lentil Ragu,1 pot(s),Mint,mint,Mint 12g,0.85,12g,12,g,1,pot(s),1
Greek Yoghurt,Greek Lamb & Lentil Ragu,1 unit(s),Greek Yoghurt,greek style natural yogurt,Greek Style Natural Yogurt 500g,0.85,500g,500,g,1,unit(s),1
Water,Greek Lamb & Lentil Ragu,1 unit(s),Water,Water,Water,0,x1,1,unit,1,unit(s),1
Onion,Cheat's Lamb Moussaka,1 unit(s),Onion,onions,Onions 1kg,0.85,1k,1000,g,1,unit(s),1
Carrot,Cheat's Lamb Moussaka,1 unit(s),Carrot,carrots,Carrots 1kg,0.41,1k,1000,g,1,unit(s),1
Garlic Clove,Cheat's Lamb Moussaka,2 unit(s),Garlic Clove,garlic,Garlic,0.25,x1,1,unit,2,unit(s),2
Aubergine,Cheat's Lamb Moussaka,1 unit(s),Aubergine,aubergine,Aubergine,0.6,x1,1,unit,1,unit(s),1
Lamb Mince,Cheat's Lamb Moussaka,200 grams,Lamb Mince,lamb neck fillet appro,Lamb Neck Fillet (approx. 233g),18,233g,233,g,200,grams,0.858369099
Cinnamon Stick,Cheat's Lamb Moussaka,1 unit(s),Cinnamon Stick,cinnamon sticks,Cinnamon Sticks 13g,0.85,13g,13,g,1,unit(s),1
Chopped Tomatoes,Cheat's Lamb Moussaka,1 tin(s),Chopped Tomatoes,napolina chopped tomatoes,Napolina Chopped Tomatoes 400g,1,400g,400,g,1,tin(s),1
Ciabatta,Cheat's Lamb Moussaka,1 unit(s),Ciabatta,Ciabtta,"Sainsbury's Half Ciabatta, Taste the Difference x2",1.75,x2,2,unit,1,unit(s),0.5
Creme Fraiche,Cheat's Lamb Moussaka,1 pack(s),Creme Fraiche,yeo valley organic half fat creme fraiche,Yeo Valley Organic Half Fat Creme Fraiche 200g,1.1,200g,200,g,1,pack(s),1
Grated Hard Italian Style Cheese,Cheat's Lamb Moussaka,1 pack(s),Grated Hard Italian Style Cheese,grated mozzarella cheese,Grated Mozzarella Cheese 250g,1.7,250g,250,g,1,pack(s),1
Rocket,Cheat's Lamb Moussaka,1 bag(s),Rocket,spinach watercress and rocket salad,"Spinach, Watercress & Rocket Salad 80g",1.3,80g,80,g,1,bag(s),1
Sweet Potato,Springtime Jumble,1 unit(s),Sweet Potato,sweet potato,Sweet Potato 1.25kg,1.5,1.25k,1250,g,1,unit(s),1
Red Onion,Springtime Jumble,1 unit(s),Red Onion,red onions loose,Red Onions Loose,1,x1,1,unit,1,unit(s),1
Wholewheat Couscous,Springtime Jumble,150 grams,Wholewheat Couscous,alfez moroccan spiced couscous,Al'Fez Moroccan Spiced Couscous 200g,1.5,200g,200,g,150,grams,0.75
Red Pepper,Springtime Jumble,1 unit(s),Red Pepper,red pepper,Red Pepper,0.45,x1,1,unit,1,unit(s),1
Halloumi,Springtime Jumble,1 block(s),Halloumi,cypriot halloumi cheese,Cypriot Halloumi Cheese 225g,2.3,225g,225,g,1,block(s),1
Lemon,Springtime Jumble,1 unit(s),Lemon,lemons,Lemons,0.3,x1,1,unit,1,unit(s),1
Chorizo,Springtime Jumble,1 pack(s),Chorizo,spanish chorizo rin,Spanish Chorizo Ring 225g,2.25,225g,225,g,1,pack(s),1
Baby Spinach,Springtime Jumble,1 bag(s),Baby Spinach,young spinach,Young Spinach 260g,1.5,260g,260,g,1,bag(s),1
Water,Springtime Jumble,1 unit(s),Water,Water,Water,0,x1,1,unit,1,unit(s),1
Leek,Greek Ragu,1 unit(s),Leek,leeks,Leeks 500g,1,500g,500,g,1,unit(s),1
Garlic Clove,Greek Ragu,2 unit(s),Garlic Clove,garlic,Garlic,0.25,x1,1,unit,2,unit(s),2
Red Onion,Greek Ragu,1 unit(s),Red Onion,red onions loose,Red Onions Loose,1,x1,1,unit,1,unit(s),1
Vegetable Stock Pot,Greek Ragu,1 unit(s),Vegetable Stock Pot,oxo vegetable stock cubes,Oxo Vegetable Stock Cubes x12 71g,1.6,71g,71,g,1,unit(s),1
Couscous,Greek Ragu,150 grams,Couscous,alfez moroccan spiced couscous,Al'Fez Moroccan Spiced Couscous 200g,1.5,200g,200,g,150,grams,0.75
Aubergine,Greek Ragu,1 unit(s),Aubergine,aubergine,Aubergine,0.6,x1,1,unit,1,unit(s),1
Tomato Puree,Greek Ragu,1 unit(s),Tomato Puree,tomato puree double concentrate,"Tomato Puree, Double Concentrate 200g",0.35,200g,200,g,1,unit(s),1
Tomato Passata,Greek Ragu,2 unit(s),Tomato Passata,mutti double concentrate tomato,Mutti Double Concentrate Tomato 130g,1.2,130g,130,g,2,unit(s),2
Green Olives,Greek Ragu,30 grams,Green Olives,Green Olives,Sainsbury's Pitted Green Olives 907g (440g*),1,907g,907,g,30,grams,0.033076075
Ground Almond,Greek Ragu,15 grams,Ground Almond,Ground Almond,Sainsbury's Ground Almonds 200g,2.8,200g,200,g,15,grams,0.075
Basil 20g,Greek Ragu,1 bunch(es),Basil 20g,basil,Basil 15g,0.85,15g,15,g,1,bunch(es),1
Feta Cheese,Greek Ragu,1 block(s),Feta Cheese,greek feta cheese,Greek Feta Cheese 200g,1.35,200g,200,g,1,block(s),1
Aubergine,Vegetable Packed Moussaka,1 unit(s),Aubergine,aubergine,Aubergine,0.6,x1,1,unit,1,unit(s),1
Onion,Vegetable Packed Moussaka,1 unit(s),Onion,onions,Onions 1kg,0.85,1k,1000,g,1,unit(s),1
Courgette,Vegetable Packed Moussaka,1 unit(s),Courgette,courgettes,Courgettes 500g,1.25,500g,500,g,1,unit(s),1
Yellow Pepper,Vegetable Packed Moussaka,1 unit(s),Yellow Pepper,yellow pepper,Yellow Pepper,0.45,x1,1,unit,1,unit(s),1
Garlic Clove,Vegetable Packed Moussaka,2 unit(s),Garlic Clove,garlic,Garlic,0.25,x1,1,unit,2,unit(s),2
Tomato Puree,Vegetable Packed Moussaka,1.5 tbsp,Tomato Puree,tomato puree double concentrate,"Tomato Puree, Double Concentrate 200g",0.35,200g,200,g,1.5,tbsp,0.1125
Ground Cinnamon,Vegetable Packed Moussaka,1 tsp,Ground Cinnamon,cinnamon sticks,Cinnamon Sticks 13g,0.85,13g,13,g,1,tsp,0.230769231
Oregano,Vegetable Packed Moussaka,1 bunch(es),Oregano,oregano,Oregano 12g,0.9,12g,12,g,1,bunch(es),1
Red Split Lentils,Vegetable Packed Moussaka,50 grams,Red Split Lentils,dried green lentils,Dried Green Lentils 500g,1.15,500g,500,g,50,grams,0.1
Vegetarian Worcester Sauce,Vegetable Packed Moussaka,1 tbsp,Vegetarian Worcester Sauce,lea and perrins worcestershire sauce,Lea & Perrins Worcestershire Sauce 150ml,1.6,150m,150,ml,1,tbsp,0.113333333
Vegetable Stock Pot,Vegetable Packed Moussaka,1 unit(s),Vegetable Stock Pot,oxo vegetable stock cubes,Oxo Vegetable Stock Cubes x12 71g,1.6,71g,71,g,1,unit(s),1
Chopped Tomatoes,Vegetable Packed Moussaka,1 tin(s),Chopped Tomatoes,napolina chopped tomatoes,Napolina Chopped Tomatoes 400g,1,400g,400,g,1,tin(s),1
Ciabatta,Vegetable Packed Moussaka,1 unit(s),Ciabatta,Ciabtta,"Sainsbury's Half Ciabatta, Taste the Difference x2",1.75,x2,2,unit,1,unit(s),0.5
Creme Fraiche,Vegetable Packed Moussaka,1 pot(s),Creme Fraiche,yeo valley organic half fat creme fraiche,Yeo Valley Organic Half Fat Creme Fraiche 200g,1.1,200g,200,g,1,pot(s),1
Grated Hard Italian Style Cheese,Vegetable Packed Moussaka,1 unit(s),Grated Hard Italian Style Cheese,grated mozzarella cheese,Grated Mozzarella Cheese 250g,1.7,250g,250,g,1,unit(s),1
Onion,Oven Baked Greek Style Meatballs with Orzo and Veggies,2 unit(s),Onion,onions,Onions 1kg,0.85,1k,1000,g,2,unit(s),2
Garlic Clove,Oven Baked Greek Style Meatballs with Orzo and Veggies,2 unit(s),Garlic Clove,garlic,Garlic,0.25,x1,1,unit,2,unit(s),2
Vine Tomatoes,Oven Baked Greek Style Meatballs with Orzo and Veggies,4 unit(s),Vine Tomatoes,chopped tomatoes can,Chopped Tomatoes Can 400g,0.35,400g,400,g,4,unit(s),4
Courgette,Oven Baked Greek Style Meatballs with Orzo and Veggies,2 unit(s),Courgette,courgettes,Courgettes 500g,1.25,500g,500,g,2,unit(s),2
Mint,Oven Baked Greek Style Meatballs with Orzo and Veggies,1 bunch(es),Mint,mint,Mint 12g,0.85,12g,12,g,1,bunch(es),1
Oregano,Oven Baked Greek Style Meatballs with Orzo and Veggies,6 sprig(s),Oregano,oregano,Oregano 12g,0.9,12g,12,g,6,sprig(s),1.5
Lamb Mince,Oven Baked Greek Style Meatballs with Orzo and Veggies,500 grams,Lamb Mince,lamb neck fillet appro,Lamb Neck Fillet (approx. 233g),18,233g,233,g,500,grams,2.145922747
Panko Breadcrumbs,Oven Baked Greek Style Meatballs with Orzo and Veggies,2 tbsp,Panko Breadcrumbs,yutaka panko breadcrumbs,Yutaka Panko Breadcrumbs 180g,1.8,180g,180,g,2,tbsp,0.166666667
Orzo,Oven Baked Greek Style Meatballs with Orzo and Veggies,1.5 cup(s),Orzo,Orzo,"Sainsbury's Orzo, Taste the Difference 500g",1.7,500g,500,g,1.5,cup(s),1.5
Feta Cheese,Oven Baked Greek Style Meatballs with Orzo and Veggies,2 block(s),Feta Cheese,greek feta cheese,Greek Feta Cheese 200g,1.35,200g,200,g,2,block(s),2
Red Onion,Goat's Cheese Coated Aubergine,1 unit(s),Red Onion,red onions loose,Red Onions Loose,1,x1,1,unit,1,unit(s),1
Garlic Clove,Goat's Cheese Coated Aubergine,1 unit(s),Garlic Clove,garlic,Garlic,0.25,x1,1,unit,1,unit(s),1
Aubergine,Goat's Cheese Coated Aubergine,1 unit(s),Aubergine,aubergine,Aubergine,0.6,x1,1,unit,1,unit(s),1
Freekeh,Goat's Cheese Coated Aubergine,1 bag(s),Freekeh,Freekeh,Merchant Gourmet Microwave Ready to eat Freekeh 250g,2,250g,250,g,1,bag(s),1
Chermoula Spice,Goat's Cheese Coated Aubergine,1 pot(s),Chermoula Spice,harissa spices,Harissa Spices 45g,2.1,45g,45,g,1,pot(s),1
Vegetable Stock Powder,Goat's Cheese Coated Aubergine,1 pot(s),Vegetable Stock Powder,oxo vegetable stock cubes,Oxo Vegetable Stock Cubes x12 71g,1.6,71g,71,g,1,pot(s),1
Balsamic Vinegar,Goat's Cheese Coated Aubergine,1 sachet,Balsamic Vinegar,balsamic vinegar,Balsamic Vinegar 250ml,1.2,250m,250,ml,1,sachet,1
Baby Plum Tomatoes,Goat's Cheese Coated Aubergine,1 punnet(s),Baby Plum Tomatoes,baby plum tomatoes,Baby Plum Tomatoes 250g,0.75,250g,250,g,1,punnet(s),1
Lemon,Goat's Cheese Coated Aubergine,1 unit(s),Lemon,lemons,Lemons,0.3,x1,1,unit,1,unit(s),1
Wholegrain Mustard,Goat's Cheese Coated Aubergine,1 pot(s),Wholegrain Mustard,wholegrain mustard,Wholegrain Mustard 180g,0.65,180g,180,g,1,pot(s),1
Goat's Cheese,Goat's Cheese Coated Aubergine,1 unit(s),Goat's Cheese,abergavenny goats cheese,Abergavenny Goats Cheese 125g,1.85,125g,125,g,1,unit(s),1
Water,Goat's Cheese Coated Aubergine,1 unit(s),Water,Water,Water,0,x1,1,unit,1,unit(s),1
Olive Oil,Goat's Cheese Coated Aubergine,1 tbsp,Olive Oil,olive oil extra virgin  l,"Olive Oil, Extra Virgin 1L",3.4,1L,1000,ml,1,tbsp,0.017
Vegetable Stock Pot,Feta and Parsley Stuffed Tomatoes,1 unit(s),Vegetable Stock Pot,oxo vegetable stock cubes,Oxo Vegetable Stock Cubes x12 71g,1.6,71g,71,g,1,unit(s),1
Bulgur Wheat,Feta and Parsley Stuffed Tomatoes,1 cup(s),Bulgur Wheat,Bulgur Wheat,Sainsbury's Cracked Bulgur Wheat 500g,1.15,500g,500,g,1,cup(s),1
Aubergine,Feta and Parsley Stuffed Tomatoes,1 unit(s),Aubergine,aubergine,Aubergine,0.6,x1,1,unit,1,unit(s),1
Red Pepper,Feta and Parsley Stuffed Tomatoes,1 unit(s),Red Pepper,red pepper,Red Pepper,0.45,x1,1,unit,1,unit(s),1
Flat Leaf Parsley,Feta and Parsley Stuffed Tomatoes,5 tbsp,Flat Leaf Parsley,fresh packed flat leaf parsley,Fresh Packed Flat Leaf Parsley 30g,0.75,30g,30,g,5,tbsp,2.5
Mint,Feta and Parsley Stuffed Tomatoes,5 tbsp,Mint,mint,Mint 12g,0.85,12g,12,g,5,tbsp,6.25
Vine Tomatoes,Feta and Parsley Stuffed Tomatoes,3 unit(s),Vine Tomatoes,chopped tomatoes can,Chopped Tomatoes Can 400g,0.35,400g,400,g,3,unit(s),3
Feta Cheese,Feta and Parsley Stuffed Tomatoes,1 block(s),Feta Cheese,greek feta cheese,Greek Feta Cheese 200g,1.35,200g,200,g,1,block(s),1
Panko Breadcrumbs,Feta and Parsley Stuffed Tomatoes,2 tbsp,Panko Breadcrumbs,yutaka panko breadcrumbs,Yutaka Panko Breadcrumbs 180g,1.8,180g,180,g,2,tbsp,0.166666667
Grated Hard Italian Style Cheese,Feta and Parsley Stuffed Tomatoes,1 unit(s),Grated Hard Italian Style Cheese,grated mozzarella cheese,Grated Mozzarella Cheese 250g,1.7,250g,250,g,1,unit(s),1
Lemon,Feta and Parsley Stuffed Tomatoes,1 unit(s),Lemon,lemons,Lemons,0.3,x1,1,unit,1,unit(s),1
Onion,Quick Cheat Lamb Moussaka,1 unit(s),Onion,onions,Onions 1kg,0.85,1k,1000,g,1,unit(s),1
Carrot,Quick Cheat Lamb Moussaka,1 unit(s),Carrot,carrots,Carrots 1kg,0.41,1k,1000,g,1,unit(s),1
Garlic Clove,Quick Cheat Lamb Moussaka,2 unit(s),Garlic Clove,garlic,Garlic,0.25,x1,1,unit,2,unit(s),2
Aubergine,Quick Cheat Lamb Moussaka,1 unit(s),Aubergine,aubergine,Aubergine,0.6,x1,1,unit,1,unit(s),1
Lamb Mince,Quick Cheat Lamb Moussaka,225 grams,Lamb Mince,lamb neck fillet appro,Lamb Neck Fillet (approx. 233g),18,233g,233,g,225,grams,0.965665236
Ground Cinnamon,Quick Cheat Lamb Moussaka,1 tbsp,Ground Cinnamon,cinnamon sticks,Cinnamon Sticks 13g,0.85,13g,13,g,1,tbsp,1.153846154
Chopped Tomatoes,Quick Cheat Lamb Moussaka,1 tin(s),Chopped Tomatoes,napolina chopped tomatoes,Napolina Chopped Tomatoes 400g,1,400g,400,g,1,tin(s),1
Ciabatta,Quick Cheat Lamb Moussaka,1 unit(s),Ciabatta,Ciabtta,"Sainsbury's Half Ciabatta, Taste the Difference x2",1.75,x2,2,unit,1,unit(s),0.5
Creme Fraiche,Quick Cheat Lamb Moussaka,1 pot(s),Creme Fraiche,yeo valley organic half fat creme fraiche,Yeo Valley Organic Half Fat Creme Fraiche 200g,1.1,200g,200,g,1,pot(s),1
Parmesan Cheese,Quick Cheat Lamb Moussaka,2 tbsp,Parmesan Cheese,grated parmesan cheese,Grated Parmesan Cheese 120g,2.65,120g,120,g,2,tbsp,0.25
Rocket,Quick Cheat Lamb Moussaka,1 bag(s),Rocket,spinach watercress and rocket salad,"Spinach, Watercress & Rocket Salad 80g",1.3,80g,80,g,1,bag(s),1
Tomato Passata,Quick Cheat Lamb Moussaka,1 unit(s),Tomato Passata,mutti double concentrate tomato,Mutti Double Concentrate Tomato 130g,1.2,130g,130,g,1,unit(s),1
Vegetable Stock Pot,Greek Feta Stuffed Peppers,1 unit(s),Vegetable Stock Pot,oxo vegetable stock cubes,Oxo Vegetable Stock Cubes x12 71g,1.6,71g,71,g,1,unit(s),1
Bulgur Wheat,Greek Feta Stuffed Peppers,1 cup(s),Bulgur Wheat,Bulgur Wheat,Sainsbury's Cracked Bulgur Wheat 500g,1.15,500g,500,g,1,cup(s),1
Red Pepper,Greek Feta Stuffed Peppers,1 unit(s),Red Pepper,red pepper,Red Pepper,0.45,x1,1,unit,1,unit(s),1
Red Chilli,Greek Feta Stuffed Peppers,1 tsp,Red Chilli,red chillies,Red Chillies 60g,0.65,60g,60,g,1,tsp,0.05
Garlic Clove,Greek Feta Stuffed Peppers,1 unit(s),Garlic Clove,garlic,Garlic,0.25,x1,1,unit,1,unit(s),1
Lemon,Greek Feta Stuffed Peppers,1 unit(s),Lemon,lemons,Lemons,0.3,x1,1,unit,1,unit(s),1
Feta Cheese,Greek Feta Stuffed Peppers,1 block(s),Feta Cheese,greek feta cheese,Greek Feta Cheese 200g,1.35,200g,200,g,1,block(s),1
Dried Oregano,Greek Feta Stuffed Peppers,1 tbsp,Dried Oregano,oregano,Oregano 12g,0.9,12g,12,g,1,tbsp,1.25
Panko Breadcrumbs,Greek Feta Stuffed Peppers,1.5 tbsp,Panko Breadcrumbs,yutaka panko breadcrumbs,Yutaka Panko Breadcrumbs 180g,1.8,180g,180,g,1.5,tbsp,0.125
Cherry Tomatoes,Greek Feta Stuffed Peppers,1 punnet(s),Cherry Tomatoes,cherry tomatoes,Cherry Tomatoes 250g,1.75,250g,250,g,1,punnet(s),1
Avocado,Greek Feta Stuffed Peppers,1 unit(s),Avocado,avocados,Avocados x2,1.6,x2,2,unit,1,unit(s),0.5
Spring Onion,Greek Feta Stuffed Peppers,2 unit(s),Spring Onion,spring onions bunch,Spring Onions Bunch 100g,0.37,100g,100,g,2,unit(s),2
Rocket,Greek Feta Stuffed Peppers,1 bag(s),Rocket,spinach watercress and rocket salad,"Spinach, Watercress & Rocket Salad 80g",1.3,80g,80,g,1,bag(s),1
Chicken Thighs,Greek Chicken,7 unit(s),Chicken Thighs,roast chicken thighs,Roast Chicken Thighs 500g,3,500g,500,g,7,unit(s),7
Lemon,Greek Chicken,1 unit(s),Lemon,lemons,Lemons,0.3,x1,1,unit,1,unit(s),1
Dried Oregano,Greek Chicken,1 tbsp,Dried Oregano,oregano,Oregano 12g,0.9,12g,12,g,1,tbsp,1.25
Onion,Greek Chicken,1 unit(s),Onion,onions,Onions 1kg,0.85,1k,1000,g,1,unit(s),1
Carrot,Greek Chicken,2 unit(s),Carrot,carrots,Carrots 1kg,0.41,1k,1000,g,2,unit(s),2
Celery Stick,Greek Chicken,1 unit(s),Celery Stick,celery,Celery,0.43,x1,1,unit,1,unit(s),1
Garlic Clove,Greek Chicken,2 unit(s),Garlic Clove,garlic,Garlic,0.25,x1,1,unit,2,unit(s),2
Flat Leaf Parsley,Greek Chicken,5 tbsp,Flat Leaf Parsley,fresh packed flat leaf parsley,Fresh Packed Flat Leaf Parsley 30g,0.75,30g,30,g,5,tbsp,2.5
Green Olives,Greek Chicken,1 pot(s),Green Olives,Green Olives,Sainsbury's Pitted Green Olives 907g (440g*),1,907g,907,g,1,pot(s),1
Smoky Cinnamon,Greek Chicken,1 tbsp,Smoky Cinnamon,cinnamon sticks,Cinnamon Sticks 13g,0.85,13g,13,g,1,tbsp,1.153846154
Butter Beans,Greek Chicken,2 tin(s),Butter Beans,Butter Beans,Sainsbury's Butter Beans In Water 400g (235g*),0.55,400g,400,g,2,tin(s),2
Chopped Tomatoes,Greek Chicken,1 tin(s),Chopped Tomatoes,napolina chopped tomatoes,Napolina Chopped Tomatoes 400g,1,400g,400,g,1,tin(s),1
Feta Cheese,Greek Chicken,1 block(s),Feta Cheese,greek feta cheese,Greek Feta Cheese 200g,1.35,200g,200,g,1,block(s),1
Onion,Warming Lentil Moussaka,1 unit(s),Onion,onions,Onions 1kg,0.85,1k,1000,g,1,unit(s),1
Carrot,Warming Lentil Moussaka,1 unit(s),Carrot,carrots,Carrots 1kg,0.41,1k,1000,g,1,unit(s),1
Celery Stick,Warming Lentil Moussaka,1.5 unit(s),Celery Stick,celery,Celery,0.43,x1,1,unit,1.5,unit(s),1.5
Garlic Clove,Warming Lentil Moussaka,2 unit(s),Garlic Clove,garlic,Garlic,0.25,x1,1,unit,2,unit(s),2
Potato,Warming Lentil Moussaka,2 unit(s),Potato,baby potatoes,Baby Potatoes 1kg,0.9,1k,1000,g,2,unit(s),2
Bay Leaf,Warming Lentil Moussaka,1 unit(s),Bay Leaf,bay leaves,Bay Leaves 3g,1,3g,3,g,1,unit(s),1
Thyme,Warming Lentil Moussaka,3 sprig(s),Thyme,thyme,Thyme 12g,0.85,12g,12,g,3,sprig(s),0.75
Baby Spinach,Warming Lentil Moussaka,1 unit(s),Baby Spinach,young spinach,Young Spinach 260g,1.5,260g,260,g,1,unit(s),1
Organic Lentils,Warming Lentil Moussaka,1 tin(s),Organic Lentils,dried green lentils,Dried Green Lentils 500g,1.15,500g,500,g,1,tin(s),1
Chopped Tomatoes,Warming Lentil Moussaka,1 tin(s),Chopped Tomatoes,napolina chopped tomatoes,Napolina Chopped Tomatoes 400g,1,400g,400,g,1,tin(s),1
Vegetable Stock Pot,Warming Lentil Moussaka,1 unit(s),Vegetable Stock Pot,oxo vegetable stock cubes,Oxo Vegetable Stock Cubes x12 71g,1.6,71g,71,g,1,unit(s),1
Ricotta Cheese,Warming Lentil Moussaka,250 grams,Ricotta Cheese,ricotta cheese,Ricotta Cheese 250g,1.2,250g,250,g,250,grams,1
Grated Hard Italian Style Cheese,Warming Lentil Moussaka,1 unit(s),Grated Hard Italian Style Cheese,grated mozzarella cheese,Grated Mozzarella Cheese 250g,1.7,250g,250,g,1,unit(s),1
Onion,Minted Lamb and Feta Burgers,1 unit(s),Onion,onions,Onions 1kg,0.85,1k,1000,g,1,unit(s),1
Baby Gem Lettuce,Minted Lamb and Feta Burgers,2 unit(s),Baby Gem Lettuce,little gem lettuce,Little Gem Lettuce x2,0.85,x2,2,unit,2,unit(s),1
Radish,Minted Lamb and Feta Burgers,7 unit(s),Radish,radish,Radish 200g,0.55,200g,200,g,7,unit(s),7
Spring Onion,Minted Lamb and Feta Burgers,3 unit(s),Spring Onion,spring onions bunch,Spring Onions Bunch 100g,0.37,100g,100,g,3,unit(s),3
Mint,Minted Lamb and Feta Burgers,5 tbsp,Mint,mint,Mint 12g,0.85,12g,12,g,5,tbsp,6.25
Lamb Mince,Minted Lamb and Feta Burgers,500 grams,Lamb Mince,lamb neck fillet appro,Lamb Neck Fillet (approx. 233g),18,233g,233,g,500,grams,2.145922747
Feta Cheese,Minted Lamb and Feta Burgers,5.5 block(s),Feta Cheese,greek feta cheese,Greek Feta Cheese 200g,1.35,200g,200,g,5.5,block(s),5.5
Brioche Bun,Minted Lamb and Feta Burgers,4 unit(s),Brioche Bun,Brioche Bun,"Sainsbury's Brioche Burger Buns, Taste the Difference x2",1,x2,2,unit,4,unit(s),2
Fennel Seeds,Mythical Herbed Pork and Tomato Risotto,1 tsp,Fennel Seeds,fennel seed,Fennel Seed 34g,0.9,34g,34,g,1,tsp,0.088235294
Chicken Stock,Mythical Herbed Pork and Tomato Risotto,1 pot(s),Chicken Stock,chicken liver,Chicken Liver 170g,1.4,170g,170,g,1,pot(s),1
Tomato Passata,Mythical Herbed Pork and Tomato Risotto,1 cup(s),Tomato Passata,mutti double concentrate tomato,Mutti Double Concentrate Tomato 130g,1.2,130g,130,g,1,cup(s),1
Garlic Clove,Mythical Herbed Pork and Tomato Risotto,1 unit(s),Garlic Clove,garlic,Garlic,0.25,x1,1,unit,1,unit(s),1
Onion,Mythical Herbed Pork and Tomato Risotto,1 unit(s),Onion,onions,Onions 1kg,0.85,1k,1000,g,1,unit(s),1
Parsley,Mythical Herbed Pork and Tomato Risotto,1 tbsp,Parsley,parsley,Parsley 6g,0.85,6g,6,g,1,tbsp,2.5
Pork & Oregano Sausage,Mythical Herbed Pork and Tomato Risotto,1 unit(s),Pork & Oregano Sausage,butchers choice pork sausages,Butcher's Choice Pork Sausages x8 454g,1.5,454g,454,g,1,unit(s),1
Arborio Rice,Mythical Herbed Pork and Tomato Risotto,200 grams,Arborio Rice,gallo arborio rice,Gallo Arborio Rice 500g,2.3,500g,500,g,200,grams,0.4
Parmesan Cheese,Mythical Herbed Pork and Tomato Risotto,1 tbsp,Parmesan Cheese,grated parmesan cheese,Grated Parmesan Cheese 120g,2.65,120g,120,g,1,tbsp,0.125
Butter,Mythical Herbed Pork and Tomato Risotto,1 unit(s),Butter,butterlicious spread,Butterlicious Spread 500g,1,500g,500,g,1,unit(s),1
Olive Oil,Mythical Herbed Pork and Tomato Risotto,1 tbsp,Olive Oil,olive oil extra virgin  l,"Olive Oil, Extra Virgin 1L",3.4,1L,1000,ml,1,tbsp,0.017
Salt,Mythical Herbed Pork and Tomato Risotto,1 tbsp,Salt,maldon sea salt flakes,Maldon Sea Salt Flakes 250g,2.2,250g,250,g,1,tbsp,0.06
Pepper,Mythical Herbed Pork and Tomato Risotto,1 tbsp,Pepper,yellow pepper,Yellow Pepper,0.45,x1,1,unit,1,tbsp,1
Couscous,Bedouin Spiced Winter Veg,100 grams,Couscous,alfez moroccan spiced couscous,Al'Fez Moroccan Spiced Couscous 200g,1.5,200g,200,g,100,grams,0.5
Red Onion,Bedouin Spiced Winter Veg,1 units(s) cup(s),Red Onion,red onions loose,Red Onions Loose,1,x1,1,unit,1,units(s),1
